Title,Speakers,Talk URL,Talk Thumbnail URL
The Blues machine,['Ananth Menon'],http://www.inktalks.com/discover/923/Ananth-Menon-the-blues-machine,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK+2016_Ananth+Menon.jpg
Financing the last mile,['Thomas John Muthoot'],http://www.inktalks.com/discover/922/Thomas-John-Muthoot-financing-the-last-mile,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK+2016_Thomas+Muthoot.jpg
Shame the rapist,['Sunitha Krishnan'],http://www.inktalks.com/discover/921/Sunitha-Krishnan-shame-the-rapist,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Sunitha+Krishnan.jpg
Rethink how we address urbanization,['Anil Menon'],http://www.inktalks.com/discover/920/Anil-Menon-rethink-how-we-address-urbanization,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Anil+Menon.png
Business needs more circus,['Jesko von den Steinen'],http://www.inktalks.com/discover/919/Jesko-von-den-Steinen-business-needs-more-circus,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Jesko+von+den+Steinen.jpg
"Strains of the ""Fado""",['Sonia Shirsat'],http://www.inktalks.com/discover/918/Sonia-Shirsat-strains-of-the-fado,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Sonia+Shirsat.png
Whistling to glory,['Swetha Suresh'],http://www.inktalks.com/discover/916/Swetha-Suresh-whistling-to-glory,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Swetha+Suresh.png
"Bringing back the ancient ""Kalaripayattu""",['Meenakshi Raghavan'],http://www.inktalks.com/discover/915/Meenakshi-Raghavan-bringing-back-the-ancient-kalaripayattu,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Meenakshi+Raghavan.png
Music for a positive message,['Ricky Kej'],http://www.inktalks.com/discover/914/Ricky-Kej-music-for-a-positive-message,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Ricky+Kej
The key for India is radical change,['Amitabh  Kant'],http://www.inktalks.com/discover/913/Amitabh-Kant-the-key-for-india-is-radical-change,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Amitabh+Kant.jpg
Pictures to save our biodiversity,['Prasenjeet Yadav'],http://www.inktalks.com/discover/912/Prasenjeet-Yadav-pictures-to-save-our-biodiversity,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Prasenjeet+Yadav.png
 Get Rich by Redefining Money,['Sekou  Andrews'],http://www.inktalks.com/discover/910/Sekou-Andrews-get-rich-by-redefining-money,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Sekou+Andrews.png
Q&A with Shashi Tharoor: Teenovators 2016 ,[Shashi Tharoor],http://www.inktalks.com/discover/909/q-a-with-shashi-tharoor-teenovators-2016,https://s3.amazonaws.com/VideoThumbnails/Interviews/Teenovators+2016_+Shashi_Tharoor
Music as a tool for social empowerment,['Luis Dias'],http://www.inktalks.com/discover/908/Luis-Dias-Music-as-a-tool-for-social-empowerment,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Luis+Dias.png
The Indian Masterchef,['Kumar Mahadevan'],http://www.inktalks.com/discover/907/the-indian-masterchef,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Kumar+Mahadevan.png
Combining the old with the new in design,['Anubhav Gupta'],http://www.inktalks.com/discover/902/combining-the-old-with-the-new-in-design,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Anubhav+Gupta.png
The league of extraordinary nerds,['Adam Sadowsky'],http://www.inktalks.com/discover/906/the-league-of-extraordinary-nerds,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Adam+Sadowsky.png
New age fintech lending,['Gaurav Hinduja'],http://www.inktalks.com/discover/905/new-age-fintech-lending,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Gaurav+Hinduja.png
The race to challenge myself,['Sandhya Goli'],http://www.inktalks.com/discover/904/the-race-to-challenge-myself,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Sandhya+Goli.jpg
Effort of a lifetime,['Sanjeev Bikhchandani'],http://www.inktalks.com/discover/903/effort-of-a-lifetime,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Sanjeev+Bikhchandani.jpg
"Making healthcare accessible, printable and deployable",['Pratik Shah'],http://www.inktalks.com/discover/900/making-healthcare-accessible-printable-and-deployable,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Pratik+Shah.jpg
The message in my music,['Jill Sobule'],http://www.inktalks.com/discover/898/the-message-in-my-music,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_+Jill+Sobule.jpg
Creative experiences for self-expression,['Harshit Agrawal'],http://www.inktalks.com/discover/897/creative-experiences-for-self-expression,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Harshit+Agrawal.jpg
Speak up!,['Anshul Tewari'],http://www.inktalks.com/discover/896/speak-up,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Anshul+Tewari.png
Is Mahatma Gandhi even relevant today?,['Anupam Mishra'],http://www.inktalks.com/discover/895/is-mahatma-gandhi-even-relevant-today,https://s3.amazonaws.com/VideoThumbnails/INK2011talks/Anupam_Mishra_Session_12_05_INK2011.jpg
Breaking the silence,['Heather Blair'],http://www.inktalks.com/discover/894/breaking-the-silence,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Heather+Blair.png
The world of restaurants,['Sameer Seth'],http://www.inktalks.com/discover/892/the-world-of-restaurants,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Sameer+Seth.png
Why is Blockchain a game changer?,['Gavin Wood'],http://www.inktalks.com/discover/891/why-is-blockchain-a-game-changer,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Gavin+Wood.png
Riding your way to health,['Jeroen van de Waal'],http://www.inktalks.com/discover/889/riding-your-way-to-health,https://s3.amazonaws.com/VideoThumbnails/INKAsia2016talks/INK+Asia+2016_Jeroen+van+del+Waal.png
Engaging with the Indian Government,['Madan Padaki'],http://www.inktalks.com/discover/888/engaging-with-the-indian-government,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Madan+Padaki.png
Development is a collective responsibility,['Pallavi Gupta'],http://www.inktalks.com/discover/886/development-is-a-collective-responsibility,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Pallavi+Gupta.png
Stories across time,['Chandan Gomes'],http://www.inktalks.com/discover/885/stories-across-time,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Chandan+Gomes.png
Listen to nature's language,['Shannon Olsson'],http://www.inktalks.com/discover/884/listen-to-nature-s-language,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Shannon+Olsson.png
Which city would you like to see dance?,['Laura Kriefman'],http://www.inktalks.com/discover/883/which-city-would-you-like-to-see-dance,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Laura+Kriefman.png
Migration to digital,['Abhijit Bose '],http://www.inktalks.com/discover/882/migration-to-digital,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Abhijit+Bose.png
Practicing incidental sustainability,['Veerappan Swaminathan'],http://www.inktalks.com/discover/881/practicing-incidental-sustainability,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Veerappan+Swaminathan.png
"What you lack, will make you run",['Shradha Sharma'],http://www.inktalks.com/discover/880/what-you-lack-will-make-you-run,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Shradha+Sharma.png
Breaking the stigma around HIV,['Mahesh Jadav'],http://www.inktalks.com/discover/879/breaking-the-stigma-around-hiv,https://s3.amazonaws.com/VideoThumbnails/INK2016talks/INK2016_Mahesh+Jadav.png
